query,label,score
What’s the value of our long-term stuff like factories?,Depreciation can be defined as Reduction in asset value over time due to use or obsolescence.,0.0
What’s the value of our long-term stuff like factories?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What’s the value of our long-term stuff like factories?,Investment Property can be defined as Property held to earn rentals or for capital appreciation,0.0
What’s the value of our long-term stuff like factories?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
What’s the value of our long-term stuff like factories?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
What’s the value of our long-term stuff like factories?,Enterprise Value (EV) can be defined as Total company value.,0.0
What’s the value of our long-term stuff like factories?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What bills do we need to pay off in the next 12 months?,Current Liabilities can be defined as Obligations due within one year.,1.0
What bills do we need to pay off in the next 12 months?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",0.0
What bills do we need to pay off in the next 12 months?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
What bills do we need to pay off in the next 12 months?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
What bills do we need to pay off in the next 12 months?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What bills do we need to pay off in the next 12 months?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
What bills do we need to pay off in the next 12 months?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
What bills do we need to pay off in the next 12 months?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
What bills do we need to pay off in the next 12 months?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What bills do we need to pay off in the next 12 months?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
What debts are we carrying for the long haul?,"Non-Current Liabilities can be defined as Long-term obligations (e.g., long-term loans).",1.0
What debts are we carrying for the long haul?,Current Liabilities can be defined as Obligations due within one year.,0.0
What debts are we carrying for the long haul?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
What debts are we carrying for the long haul?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What debts are we carrying for the long haul?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
What debts are we carrying for the long haul?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What debts are we carrying for the long haul?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
What debts are we carrying for the long haul?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
What debts are we carrying for the long haul?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
What debts are we carrying for the long haul?,Contingent Liabilities can be defined as Potential obligations depending on future events.,0.0
How much cash do we have after covering short-term bills?,Current Ratio can be defined as Measures short-term liquidity.,0.0
How much cash do we have after covering short-term bills?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much cash do we have after covering short-term bills?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
How much cash do we have after covering short-term bills?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
How much cash do we have after covering short-term bills?,Payables Turnover can be defined as How quickly payables are paid.,0.0
How much cash do we have after covering short-term bills?,Interest Coverage Ratio can be defined as Ability to pay interest on debt.,0.0
How much cash do we have after covering short-term bills?,Working Capital can be defined as Current Assets - Current Liabilities.,1.0
How much cash do we have after covering short-term bills?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
How much cash do we have after covering short-term bills?,Provisions can be defined as Liabilities of uncertain timing or amount (AS 29 / Ind AS 37).,0.0
How much cash do we have after covering short-term bills?,Current Liabilities can be defined as Obligations due within one year.,0.0
What’s our company’s value to owners after paying debts?,Equity can be defined as Owners’ interest in the company (Assets - Liabilities).,0.0
What’s our company’s value to owners after paying debts?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
What’s our company’s value to owners after paying debts?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
What’s our company’s value to owners after paying debts?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
What’s our company’s value to owners after paying debts?,Debt Ratio can be defined as Proportion of assets financed by debt.,0.0
What’s our company’s value to owners after paying debts?,Debt-to-Equity Ratio can be defined as Financial leverage.,0.0
What’s our company’s value to owners after paying debts?,Enterprise Value (EV) can be defined as Total company value.,0.0
What’s our company’s value to owners after paying debts?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What’s our company’s value to owners after paying debts?,Net Worth can be defined as Another term for equity,1.0
What’s our company’s value to owners after paying debts?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much money did we make from sales in May 2025?,Revenue can be defined as Income from sales of goods or services.,1.0
How much money did we make from sales in May 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much money did we make from sales in May 2025?,Cost of Goods Sold (COGS) can be defined as Direct costs of producing goods sold.,0.0
How much money did we make from sales in May 2025?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
How much money did we make from sales in May 2025?,Gross Profit can be defined as Revenue - COGS.,0.0
How much money did we make from sales in May 2025?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much money did we make from sales in May 2025?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
How much money did we make from sales in May 2025?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
How much money did we make from sales in May 2025?,Price-to-Book (P/B) Ratio can be defined as Market value vs. net asset value.,0.0
How much money did we make from sales in May 2025?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much cash did we pull in from selling products in Q2 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much cash did we pull in from selling products in Q2 2025?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
How much cash did we pull in from selling products in Q2 2025?,Revenue can be defined as Income from sales of goods or services.,1.0
How much cash did we pull in from selling products in Q2 2025?,Operating Cash Flow can be defined as Cash generated from core business operations.,0.0
How much cash did we pull in from selling products in Q2 2025?,Dividend Yield can be defined as Cash return from dividends.,0.0
How much cash did we pull in from selling products in Q2 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
How much cash did we pull in from selling products in Q2 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
How much cash did we pull in from selling products in Q2 2025?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much cash did we pull in from selling products in Q2 2025?,Cost of Goods Sold (COGS) can be defined as Direct costs of producing goods sold.,0.0
How much cash did we pull in from selling products in Q2 2025?,Gross Profit can be defined as Revenue - COGS.,0.0
What’s the cost of making the goods we sold last week?,Cost of Goods Sold (COGS) can be defined as Direct costs of producing goods sold.,1.0
What’s the cost of making the goods we sold last week?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
What’s the cost of making the goods we sold last week?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,0.0
What’s the cost of making the goods we sold last week?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
What’s the cost of making the goods we sold last week?,Revenue can be defined as Income from sales of goods or services.,0.0
What’s the cost of making the goods we sold last week?,Gross Profit can be defined as Revenue - COGS.,0.0
What’s the cost of making the goods we sold last week?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What’s the cost of making the goods we sold last week?,Inventory Turnover can be defined as How quickly inventory is sold.,0.0
What’s the cost of making the goods we sold last week?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What’s the cost of making the goods we sold last week?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
How much did it cost to produce our stuff in April 2025?,Cost of Goods Sold (COGS) can be defined as Direct costs of producing goods sold.,1.0
How much did it cost to produce our stuff in April 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much did it cost to produce our stuff in April 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
How much did it cost to produce our stuff in April 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much did it cost to produce our stuff in April 2025?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,0.0
How much did it cost to produce our stuff in April 2025?,Revenue can be defined as Income from sales of goods or services.,0.0
How much did it cost to produce our stuff in April 2025?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
How much did it cost to produce our stuff in April 2025?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",0.0
How much did it cost to produce our stuff in April 2025?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much did it cost to produce our stuff in April 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
"After covering production, what did we keep in Q2 2025?",Gross Profit can be defined as Revenue - COGS.,1.0
"After covering production, what did we keep in Q2 2025?",Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
"After covering production, what did we keep in Q2 2025?",Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,0.0
"After covering production, what did we keep in Q2 2025?",Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
"After covering production, what did we keep in Q2 2025?","Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
"After covering production, what did we keep in Q2 2025?",Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
"After covering production, what did we keep in Q2 2025?","Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
"After covering production, what did we keep in Q2 2025?","Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
"After covering production, what did we keep in Q2 2025?",Working Capital can be defined as Current Assets - Current Liabilities.,0.0
"After covering production, what did we keep in Q2 2025?","Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
What’s left after paying to make our products this month?,Gross Profit can be defined as Revenue - COGS.,1.0
What’s left after paying to make our products this month?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
What’s left after paying to make our products this month?,Revenue can be defined as Income from sales of goods or services.,0.0
What’s left after paying to make our products this month?,Inventories can be defined as Assets held for sale in the ordinary course of business or for use in the production process,0.0
What’s left after paying to make our products this month?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
What’s left after paying to make our products this month?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
What’s left after paying to make our products this month?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
What’s left after paying to make our products this month?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
What’s left after paying to make our products this month?,"Liabilities can be defined as Obligations or debts the company must pay (e.g., loans, payables).",0.0
What’s left after paying to make our products this month?,Current Liabilities can be defined as Obligations due within one year.,0.0
What are we spending on rent and wages this quarter?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",1.0
What are we spending on rent and wages this quarter?,Investment Property can be defined as Property held to earn rentals or for capital appreciation,0.0
What are we spending on rent and wages this quarter?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What are we spending on rent and wages this quarter?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What are we spending on rent and wages this quarter?,"Borrowings can be defined as Loans from banks and financial institutions, classified as current or non",0.0
What are we spending on rent and wages this quarter?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
What are we spending on rent and wages this quarter?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
What are we spending on rent and wages this quarter?,Net Worth can be defined as Another term for equity,0.0
What are we spending on rent and wages this quarter?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
What are we spending on rent and wages this quarter?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
How much goes to running the business daily in 2025?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",1.0
How much goes to running the business daily in 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much goes to running the business daily in 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
How much goes to running the business daily in 2025?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
How much goes to running the business daily in 2025?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much goes to running the business daily in 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much goes to running the business daily in 2025?,Operating Cash Flow can be defined as Cash generated from core business operations.,0.0
How much goes to running the business daily in 2025?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
How much goes to running the business daily in 2025?,Revenue can be defined as Income from sales of goods or services.,0.0
How much goes to running the business daily in 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
How much profit came from operations before taxes in Q2?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,1.0
How much profit came from operations before taxes in Q2?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
How much profit came from operations before taxes in Q2?,Gross Profit can be defined as Revenue - COGS.,0.0
How much profit came from operations before taxes in Q2?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much profit came from operations before taxes in Q2?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",0.0
How much profit came from operations before taxes in Q2?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
How much profit came from operations before taxes in Q2?,EBITDA Margin can be defined as Operating performance before non-cash items.,0.0
How much profit came from operations before taxes in Q2?,Operating Cash Flow can be defined as Cash generated from core business operations.,0.0
How much profit came from operations before taxes in Q2?,Revenue can be defined as Income from sales of goods or services.,0.0
How much profit came from operations before taxes in Q2?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
What did our core business earn before interest this year?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,1.0
What did our core business earn before interest this year?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What did our core business earn before interest this year?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
What did our core business earn before interest this year?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",0.0
What did our core business earn before interest this year?,Current Liabilities can be defined as Obligations due within one year.,0.0
What did our core business earn before interest this year?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
What did our core business earn before interest this year?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What did our core business earn before interest this year?,Operating Cash Flow can be defined as Cash generated from core business operations.,0.0
What did our core business earn before interest this year?,Net Worth can be defined as Another term for equity,0.0
What did our core business earn before interest this year?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
What’s our earnings before taxes and equipment costs in June?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
What’s our earnings before taxes and equipment costs in June?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
What’s our earnings before taxes and equipment costs in June?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
What’s our earnings before taxes and equipment costs in June?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",0.0
What’s our earnings before taxes and equipment costs in June?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",1.0
What’s our earnings before taxes and equipment costs in June?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
What’s our earnings before taxes and equipment costs in June?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What’s our earnings before taxes and equipment costs in June?,Price-to-Earnings (P/E) Ratio can be defined as Valuation relative to earnings.,0.0
What’s our earnings before taxes and equipment costs in June?,Revenue can be defined as Income from sales of goods or services.,0.0
What’s our earnings before taxes and equipment costs in June?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
How much profit did we make before depreciation this month?,Depreciation can be defined as Reduction in asset value over time due to use or obsolescence.,0.0
How much profit did we make before depreciation this month?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much profit did we make before depreciation this month?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much profit did we make before depreciation this month?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
How much profit did we make before depreciation this month?,Gross Profit can be defined as Revenue - COGS.,0.0
How much profit did we make before depreciation this month?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
How much profit did we make before depreciation this month?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",1.0
How much profit did we make before depreciation this month?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
How much profit did we make before depreciation this month?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
How much profit did we make before depreciation this month?,Price-to-Earnings (P/E) Ratio can be defined as Valuation relative to earnings.,0.0
What’s left after all costs and taxes in Q1 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
What’s left after all costs and taxes in Q1 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What’s left after all costs and taxes in Q1 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
What’s left after all costs and taxes in Q1 2025?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",1.0
What’s left after all costs and taxes in Q1 2025?,Provisions can be defined as Funds set aside for future liabilities or losses.,0.0
What’s left after all costs and taxes in Q1 2025?,"Other Equity / Reserves & Surplus can be defined as Includes retained earnings, general reserves, and other comprehensive income items.",0.0
What’s left after all costs and taxes in Q1 2025?,"EBITDA can be defined as Earnings before interest, tax, depreciation, and amortization.",0.0
What’s left after all costs and taxes in Q1 2025?,Deferred Tax Liabilities can be defined as Tax obligations deferred to future periods (AS 22 / Ind AS 12).,0.0
What’s left after all costs and taxes in Q1 2025?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
What’s left after all costs and taxes in Q1 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
How much profit did we keep after everything last quarter?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",1.0
How much profit did we keep after everything last quarter?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much profit did we keep after everything last quarter?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
How much profit did we keep after everything last quarter?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much profit did we keep after everything last quarter?,Net Profit Margin can be defined as Bottom-line profitability.,0.0
How much profit did we keep after everything last quarter?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,0.0
How much profit did we keep after everything last quarter?,Gross Profit can be defined as Revenue - COGS.,0.0
How much profit did we keep after everything last quarter?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much profit did we keep after everything last quarter?,Return on Assets (ROA) can be defined as How efficiently assets generate profit.,0.0
How much profit did we keep after everything last quarter?,Current Ratio can be defined as Measures short-term liquidity.,0.0
What’s each share earning for investors this month?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
What’s each share earning for investors this month?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1.0
What’s each share earning for investors this month?,Share Capital can be defined as Funds raised by issuing shares.,0.0
What’s each share earning for investors this month?,Dividend Payout Ratio can be defined as % of earnings distributed as dividends.,0.0
What’s each share earning for investors this month?,Dividend Yield can be defined as Cash return from dividends.,0.0
What’s each share earning for investors this month?,Price-to-Earnings (P/E) Ratio can be defined as Valuation relative to earnings.,0.0
What’s each share earning for investors this month?,Current Ratio can be defined as Measures short-term liquidity.,0.0
What’s each share earning for investors this month?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
What’s each share earning for investors this month?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
What’s each share earning for investors this month?,EV/EBITDA can be defined as Company valuation relative to EBITDA,0.0
How much profit per share did we make in Q2 2025?,Earnings Per Share (EPS) can be defined as Profit attributable per share.,0.0
How much profit per share did we make in Q2 2025?,Earnings Per Share (EPS) can be defined as Net profit divided by the number of outstanding shares.,1.0
How much profit per share did we make in Q2 2025?,Return on Equity (ROE) can be defined as Profitability for owners.,0.0
How much profit per share did we make in Q2 2025?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much profit per share did we make in Q2 2025?,Net Profit Margin can be defined as Bottom-line profitability.,0.0
How much profit per share did we make in Q2 2025?,Gross Profit can be defined as Revenue - COGS.,0.0
How much profit per share did we make in Q2 2025?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
How much profit per share did we make in Q2 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much profit per share did we make in Q2 2025?,Dividend Payout Ratio can be defined as % of earnings distributed as dividends.,0.0
How much profit per share did we make in Q2 2025?,Net Worth can be defined as Another term for equity,0.0
How much cash did our business operations bring in last month?,Operating Cash Flow can be defined as Cash generated from core business operations.,1.0
How much cash did our business operations bring in last month?,"Operating Expenses can be defined as Expenses incurred in the normal course of business (e.g., salaries, rent).",0.0
How much cash did our business operations bring in last month?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
How much cash did our business operations bring in last month?,Revenue can be defined as Income from sales of goods or services.,0.0
How much cash did our business operations bring in last month?,Accruals can be defined as Revenues or expenses recognized before cash is exchanged.,0.0
How much cash did our business operations bring in last month?,Operating Profit (EBIT) can be defined as Earnings before interest and tax.,0.0
How much cash did our business operations bring in last month?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
How much cash did our business operations bring in last month?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
How much cash did our business operations bring in last month?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
How much cash did our business operations bring in last month?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
What cash came from our core activities in May 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What cash came from our core activities in May 2025?,Operating Cash Flow can be defined as Cash generated from core business operations.,1.0
What cash came from our core activities in May 2025?,"Investing Cash Flow can be defined as Cash used in or generated from investments (e.g., asset purchase, sale).",0.0
What cash came from our core activities in May 2025?,"Financial Assets can be defined as Includes investments, trade receivables, and cash equivalents",0.0
What cash came from our core activities in May 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
What cash came from our core activities in May 2025?,"Net Profit (PAT) can be defined as Profit after all expenses, interest, and tax.",0.0
What cash came from our core activities in May 2025?,Free Cash Flow can be defined as Cash available after capital expenditures (Operating Cash Flow - CapEx).,0.0
What cash came from our core activities in May 2025?,"Financing Cash Flow can be defined as Cash from borrowing, issuing shares, or dividend payments.",0.0
What cash came from our core activities in May 2025?,Trade Payables can be defined as Amounts due to suppliers of goods or services.,0.0
What cash came from our core activities in May 2025?,Deferred Tax Assets can be defined as Future tax benefits from deductible temporary differences,0.0
What did we spend on new machines in Q1 2025?,Current Assets can be defined as Assets expected to be used or converted to cash within a year.,0.0
What did we spend on new machines in Q1 2025?,Current Liabilities can be defined as Obligations due within one year.,0.0
What did we spend on new machines in Q1 2025?,"Non-Current Assets can be defined as Long-term assets (e.g., property, plant, and equipment).",0.0
What did we spend on new machines in Q1 2025?,"Assets can be defined as Resources owned by a company (e.g., cash, inventory, equipment).",0.0
What did we spend on new machines in Q1 2025?,Working Capital can be defined as Current Assets - Current Liabilities.,0.0
